,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian_por,traveltime_por,studytime_por,failures_por,schoolsup_por,famsup_por,paid_por,activities_por,nursery,higher_por,internet,romantic_por,famrel_por,freetime_por,goout_por,Dalc_por,Walc_por,health_por,absences_por,G1_por,G2_por,G3_por,guardian_mat,traveltime_mat,studytime_mat,failures_mat,schoolsup_mat,famsup_mat,paid_mat,activities_mat,higher_mat,romantic_mat,famrel_mat,freetime_mat,goout_mat,Dalc_mat,Walc_mat,health_mat,absences_mat,G1_mat,G2_mat,G3_mat
240,GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,4.0,0.0,12.0,12.0,13.0,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,4.0,4.0,9.0,10.0,10.0
241,GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,2.0,5.0,1.0,2.0,5.0,0.0,11.0,10.0,11.0,mother,2.0,2.0,0.0,no,yes,no,yes,yes,no,4.0,2.0,5.0,1.0,2.0,5.0,2.0,6.0,6.0,6.0
242,GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,no,yes,4.0,3.0,4.0,1.0,1.0,5.0,12.0,12.0,12.0,12.0,mother,1.0,3.0,1.0,no,yes,no,yes,yes,yes,4.0,3.0,4.0,1.0,1.0,5.0,0.0,6.0,5.0,0.0
243,GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1.0,2.0,0.0,yes,no,no,no,yes,yes,yes,no,2.0,3.0,1.0,1.0,1.0,3.0,0.0,13.0,13.0,14.0,mother,1.0,2.0,0.0,yes,no,no,no,yes,no,2.0,3.0,1.0,1.0,1.0,3.0,2.0,16.0,16.0,17.0
244,GP,M,18,U,GT3,T,2,2,other,other,home,mother,2.0,2.0,3.0,no,yes,yes,no,yes,yes,yes,no,3.0,3.0,3.0,5.0,5.0,4.0,9.0,10.0,9.0,10.0,mother,2.0,2.0,0.0,no,yes,yes,no,yes,no,3.0,3.0,3.0,5.0,5.0,4.0,0.0,12.0,13.0,13.0
245,GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1.0,3.0,0.0,no,yes,no,yes,no,yes,yes,no,5.0,3.0,2.0,1.0,1.0,5.0,4.0,15.0,16.0,16.0,mother,1.0,3.0,0.0,no,yes,no,yes,yes,no,5.0,3.0,2.0,1.0,1.0,5.0,0.0,13.0,13.0,14.0
246,GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,5.0,3.0,3.0,1.0,1.0,4.0,4.0,8.0,8.0,8.0,mother,1.0,2.0,1.0,no,no,no,yes,yes,yes,5.0,3.0,3.0,1.0,1.0,4.0,16.0,9.0,8.0,7.0
247,GP,F,17,U,GT3,T,3,2,other,other,course,mother,1.0,2.0,0.0,no,no,no,yes,no,yes,yes,no,5.0,3.0,4.0,1.0,3.0,3.0,2.0,17.0,18.0,17.0,mother,1.0,2.0,0.0,no,no,no,yes,yes,no,5.0,3.0,4.0,1.0,3.0,3.0,10.0,16.0,15.0,15.0
248,GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1.0,2.0,0.0,no,yes,no,no,no,yes,yes,no,5.0,3.0,3.0,1.0,3.0,3.0,0.0,10.0,11.0,11.0,father,1.0,2.0,0.0,no,yes,yes,no,yes,no,5.0,3.0,3.0,1.0,3.0,3.0,2.0,12.0,11.0,12.0
249,GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4.0,2.0,0.0,yes,yes,no,yes,yes,yes,yes,yes,4.0,3.0,2.0,4.0,5.0,3.0,2.0,9.0,10.0,11.0,mother,4.0,2.0,0.0,yes,yes,yes,yes,yes,yes,4.0,3.0,2.0,4.0,5.0,3.0,14.0,10.0,8.0,9.0
250,GP,F,17,U,GT3,A,2,1,other,other,course,mother,2.0,3.0,0.0,no,no,no,yes,yes,yes,yes,yes,3.0,2.0,3.0,1.0,2.0,3.0,0.0,15.0,15.0,16.0,mother,2.0,3.0,0.0,no,no,no,yes,yes,yes,3.0,2.0,3.0,1.0,2.0,3.0,10.0,12.0,10.0,12.0
251,GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,3.0,2.0,3.0,1.0,2.0,3.0,0.0,14.0,12.0,12.0,father,1.0,2.0,0.0,no,no,no,yes,yes,yes,3.0,2.0,3.0,1.0,2.0,3.0,14.0,13.0,13.0,14.0
252,GP,M,17,R,GT3,T,2,2,other,other,course,father,2.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,5.0,2.0,1.0,1.0,1.0,0.0,12.0,13.0,13.0,father,2.0,2.0,0.0,no,yes,yes,yes,yes,no,4.0,5.0,2.0,1.0,1.0,1.0,4.0,11.0,11.0,11.0
253,GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1.0,2.0,0.0,yes,yes,no,yes,yes,yes,yes,yes,4.0,5.0,5.0,1.0,3.0,2.0,0.0,13.0,13.0,13.0,mother,1.0,2.0,0.0,yes,yes,no,yes,yes,yes,4.0,5.0,5.0,1.0,3.0,2.0,14.0,11.0,9.0,9.0
254,GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,2.0,4.0,2.0,4.0,1.0,0.0,13.0,13.0,14.0,father,1.0,2.0,0.0,no,yes,yes,yes,yes,no,4.0,2.0,4.0,2.0,4.0,1.0,2.0,14.0,13.0,13.0
255,GP,M,16,U,LE3,T,1,1,other,other,home,mother,2.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,3.0,4.0,2.0,1.0,1.0,5.0,2.0,9.0,9.0,9.0,mother,2.0,2.0,0.0,no,yes,yes,no,yes,no,3.0,4.0,2.0,1.0,1.0,5.0,18.0,9.0,7.0,6.0
256,GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2.0,3.0,0.0,no,no,no,yes,yes,yes,yes,yes,5.0,3.0,3.0,1.0,3.0,2.0,0.0,12.0,12.0,12.0,mother,2.0,3.0,0.0,no,no,no,yes,yes,yes,5.0,3.0,3.0,1.0,3.0,2.0,10.0,11.0,9.0,10.0
257,GP,M,17,U,LE3,T,2,2,other,other,home,father,1.0,2.0,0.0,no,no,no,yes,no,yes,yes,yes,4.0,4.0,2.0,5.0,5.0,4.0,0.0,16.0,16.0,16.0,father,1.0,2.0,0.0,no,no,yes,yes,yes,yes,4.0,4.0,2.0,5.0,5.0,4.0,4.0,14.0,13.0,13.0
258,GP,F,16,U,GT3,T,2,1,other,other,home,mother,1.0,1.0,0.0,no,no,no,no,yes,yes,yes,yes,4.0,5.0,2.0,1.0,1.0,5.0,4.0,9.0,10.0,10.0,mother,1.0,1.0,0.0,no,no,no,no,yes,yes,4.0,5.0,2.0,1.0,1.0,5.0,20.0,13.0,12.0,12.0
259,GP,F,16,U,GT3,A,4,1,other,other,home,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,5.0,3.0,3.0,1.0,2.0,5.0,0.0,14.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,
260,GP,F,18,U,LE3,A,2,4,services,other,course,mother,2.0,2.0,1.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,3.0,18.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,
261,GP,F,18,U,LE3,T,2,2,at_home,services,course,mother,1.0,2.0,1.0,no,yes,no,no,no,yes,yes,yes,5.0,3.0,1.0,1.0,1.0,5.0,16.0,9.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,
262,GP,F,18,U,GT3,T,3,3,other,other,course,mother,2.0,1.0,1.0,no,no,no,no,yes,no,yes,no,4.0,1.0,1.0,1.0,1.0,3.0,14.0,8.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,
263,GP,M,18,U,GT3,T,2,2,other,at_home,course,other,1.0,1.0,1.0,no,yes,no,yes,no,no,yes,yes,4.0,4.0,3.0,2.0,2.0,1.0,26.0,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,
264,GP,M,17,U,GT3,T,4,4,teacher,teacher,course,mother,1.0,1.0,0.0,no,yes,no,yes,no,yes,yes,no,4.0,2.0,1.0,1.0,2.0,5.0,6.0,10.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,
265,GP,F,17,U,GT3,T,3,2,other,other,course,father,1.0,2.0,0.0,no,no,no,yes,yes,yes,no,no,5.0,4.0,2.0,1.0,1.0,3.0,4.0,14.0,14.0,15.0,,,,,,,,,,,,,,,,,,,,
266,GP,F,17,U,LE3,T,1,1,at_home,at_home,course,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,2.0,1.0,2.0,4.0,10.0,11.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,
267,GP,F,16,U,GT3,T,1,2,other,other,course,mother,1.0,1.0,0.0,no,no,no,no,yes,no,yes,no,5.0,3.0,5.0,1.0,2.0,5.0,4.0,12.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,
268,GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3.0,2.0,0.0,no,no,no,yes,yes,yes,no,no,2.0,1.0,1.0,1.0,1.0,3.0,2.0,13.0,13.0,13.0,mother,3.0,2.0,0.0,no,no,no,yes,yes,no,2.0,1.0,1.0,1.0,1.0,3.0,2.0,13.0,11.0,11.0
269,GP,F,17,R,LE3,A,1,4,other,other,course,other,4.0,1.0,1.0,no,yes,no,no,yes,yes,yes,no,5.0,5.0,4.0,1.0,1.0,5.0,14.0,9.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
270,GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1.0,2.0,0.0,no,no,no,no,yes,no,yes,no,5.0,5.0,4.0,3.0,5.0,2.0,16.0,8.0,7.0,8.0,father,1.0,2.0,1.0,no,no,no,no,no,no,5.0,5.0,4.0,3.0,5.0,2.0,0.0,7.0,7.0,0.0
271,GP,F,17,U,LE3,A,2,2,other,other,home,mother,1.0,1.0,1.0,no,yes,no,no,no,no,yes,no,3.0,1.0,2.0,1.0,1.0,1.0,8.0,11.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,
272,GP,F,17,R,LE3,T,1,1,at_home,other,course,mother,2.0,3.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,3.0,3.0,1.0,3.0,5.0,4.0,15.0,14.0,15.0,,,,,,,,,,,,,,,,,,,,
273,GP,F,17,U,LE3,A,4,2,teacher,other,course,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,no,no,4.0,3.0,2.0,1.0,1.0,4.0,4.0,15.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,
274,GP,M,17,U,LE3,T,4,3,health,other,course,mother,2.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,2.0,5.0,5.0,1.0,4.0,5.0,8.0,15.0,15.0,15.0,mother,2.0,2.0,0.0,no,no,no,yes,yes,yes,2.0,5.0,5.0,1.0,4.0,5.0,14.0,12.0,12.0,12.0
275,GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,3.0,3.0,3.0,2.0,3.0,4.0,0.0,12.0,12.0,12.0,mother,2.0,2.0,0.0,no,yes,yes,no,yes,no,3.0,3.0,3.0,2.0,3.0,4.0,2.0,10.0,11.0,12.0
276,GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1.0,1.0,0.0,no,no,no,yes,no,yes,yes,no,5.0,4.0,5.0,1.0,1.0,3.0,7.0,14.0,14.0,15.0,mother,1.0,1.0,0.0,no,no,no,yes,yes,no,5.0,4.0,5.0,1.0,1.0,3.0,0.0,6.0,0.0,0.0
277,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1.0,2.0,0.0,no,yes,yes,no,yes,yes,yes,yes,5.0,3.0,1.0,1.0,4.0,5.0,2.0,11.0,11.0,12.0,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,no,5.0,4.0,4.0,1.0,3.0,4.0,7.0,10.0,9.0,9.0
278,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,5.0,4.0,4.0,1.0,3.0,4.0,0.0,13.0,12.0,13.0,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,no,5.0,4.0,4.0,1.0,3.0,4.0,7.0,10.0,9.0,9.0
279,GP,M,17,R,GT3,T,1,1,other,other,home,father,2.0,3.0,0.0,no,no,no,no,no,yes,yes,yes,4.0,3.0,3.0,1.0,1.0,1.0,2.0,13.0,14.0,15.0,,,,,,,,,,,,,,,,,,,,
280,GP,F,17,U,GT3,T,3,3,services,other,home,mother,2.0,3.0,0.0,no,yes,no,no,yes,yes,yes,yes,4.0,2.0,2.0,2.0,3.0,5.0,10.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,
281,GP,F,17,U,GT3,T,1,1,at_home,other,course,mother,1.0,2.0,0.0,yes,no,no,no,no,yes,no,yes,4.0,3.0,2.0,1.0,1.0,4.0,10.0,10.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,
282,GP,F,18,U,GT3,T,2,1,other,other,course,other,2.0,3.0,0.0,no,yes,no,no,no,yes,yes,yes,4.0,4.0,4.0,1.0,1.0,3.0,10.0,12.0,10.0,11.0,other,2.0,3.0,0.0,no,yes,yes,no,yes,yes,4.0,4.0,4.0,1.0,1.0,3.0,0.0,7.0,0.0,0.0
283,GP,M,16,U,GT3,T,2,1,other,other,course,mother,3.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,4.0,7.0,15.0,16.0,16.0,mother,3.0,1.0,0.0,no,no,no,no,yes,no,4.0,3.0,3.0,1.0,1.0,4.0,6.0,18.0,18.0,18.0
284,GP,F,17,U,GT3,T,1,1,other,services,course,father,1.0,2.0,0.0,no,yes,no,no,yes,yes,no,no,4.0,3.0,4.0,1.0,2.0,5.0,4.0,11.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,
285,GP,M,17,U,GT3,T,2,3,other,other,course,father,2.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,5.0,2.0,2.0,1.0,1.0,2.0,2.0,9.0,12.0,13.0,father,2.0,1.0,0.0,no,no,no,no,yes,no,5.0,2.0,2.0,1.0,1.0,2.0,4.0,12.0,12.0,13.0
286,GP,M,22,U,GT3,T,3,1,services,services,other,mother,1.0,1.0,3.0,no,no,no,no,no,no,yes,yes,5.0,4.0,5.0,5.0,5.0,1.0,12.0,7.0,8.0,5.0,mother,1.0,1.0,3.0,no,no,no,no,no,yes,5.0,4.0,5.0,5.0,5.0,1.0,16.0,6.0,8.0,8.0
287,GP,M,18,R,LE3,T,3,3,other,services,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,4.0,3.0,3.0,1.0,3.0,5.0,8.0,10.0,9.0,10.0,mother,1.0,2.0,1.0,no,yes,no,no,yes,yes,4.0,3.0,3.0,1.0,3.0,5.0,8.0,3.0,5.0,5.0
288,GP,M,16,U,GT3,T,0,2,other,other,other,mother,1.0,1.0,0.0,no,no,no,no,no,yes,yes,no,4.0,3.0,2.0,2.0,4.0,5.0,0.0,11.0,12.0,11.0,mother,1.0,1.0,0.0,no,no,yes,no,yes,no,4.0,3.0,2.0,2.0,4.0,5.0,0.0,13.0,15.0,15.0
289,GP,M,18,U,GT3,T,3,2,services,other,course,mother,2.0,1.0,0.0,no,no,no,no,yes,no,yes,no,4.0,4.0,5.0,2.0,4.0,5.0,8.0,7.0,8.0,7.0,mother,2.0,1.0,1.0,no,no,no,no,no,no,4.0,4.0,5.0,2.0,4.0,5.0,0.0,6.0,8.0,8.0
290,GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3.0,2.0,1.0,yes,yes,no,no,no,yes,yes,no,5.0,3.0,3.0,1.0,3.0,2.0,4.0,9.0,11.0,10.0,other,3.0,2.0,0.0,yes,yes,no,no,yes,no,5.0,3.0,3.0,1.0,3.0,2.0,6.0,7.0,10.0,10.0
291,GP,M,18,U,GT3,T,2,1,services,services,other,mother,1.0,1.0,2.0,no,no,no,no,no,no,yes,no,3.0,2.0,5.0,2.0,5.0,5.0,4.0,7.0,8.0,6.0,mother,1.0,1.0,1.0,no,no,no,no,no,no,3.0,2.0,5.0,2.0,5.0,5.0,4.0,6.0,9.0,8.0
292,GP,M,16,R,GT3,T,2,1,other,other,course,mother,2.0,1.0,0.0,no,no,no,yes,no,yes,no,no,3.0,3.0,2.0,1.0,3.0,3.0,2.0,14.0,13.0,12.0,mother,2.0,1.0,0.0,no,no,no,yes,yes,no,3.0,3.0,2.0,1.0,3.0,3.0,0.0,8.0,9.0,8.0
293,GP,M,17,R,GT3,T,2,1,other,other,course,mother,1.0,1.0,0.0,no,no,no,no,no,yes,yes,no,4.0,4.0,2.0,2.0,4.0,5.0,0.0,12.0,12.0,13.0,mother,1.0,1.0,0.0,no,no,no,no,yes,no,4.0,4.0,2.0,2.0,4.0,5.0,0.0,8.0,12.0,12.0
294,GP,M,17,U,LE3,T,1,1,health,other,course,mother,2.0,1.0,1.0,no,yes,no,yes,yes,yes,yes,no,4.0,4.0,4.0,1.0,2.0,5.0,0.0,9.0,10.0,10.0,mother,2.0,1.0,1.0,no,yes,no,yes,yes,no,4.0,4.0,4.0,1.0,2.0,5.0,2.0,7.0,9.0,8.0
295,GP,F,18,U,LE3,A,2,1,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,no,yes,yes,yes,4.0,3.0,4.0,1.0,3.0,5.0,2.0,12.0,12.0,13.0,,,,,,,,,,,,,,,,,,,,
296,GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1.0,4.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,2.0,3.0,1.0,1.0,4.0,2.0,14.0,15.0,17.0,mother,1.0,4.0,0.0,no,yes,yes,yes,yes,no,4.0,2.0,3.0,1.0,1.0,4.0,6.0,14.0,12.0,13.0
297,GP,F,19,U,GT3,T,2,2,services,services,home,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,5.0,0.0,10.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,
298,GP,M,18,U,LE3,T,2,1,services,other,course,mother,3.0,2.0,1.0,no,no,no,yes,no,no,yes,no,4.0,4.0,5.0,4.0,4.0,5.0,4.0,11.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,
299,GP,F,17,R,GT3,T,4,2,other,other,course,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,4.0,1.0,3.0,5.0,2.0,11.0,12.0,14.0,,,,,,,,,,,,,,,,,,,,
300,GP,F,18,U,LE3,T,1,1,other,at_home,home,mother,1.0,3.0,0.0,no,yes,no,no,no,yes,no,no,4.0,4.0,3.0,2.0,3.0,3.0,4.0,11.0,12.0,14.0,,,,,,,,,,,,,,,,,,,,
301,GP,F,18,R,GT3,T,2,2,other,other,home,mother,1.0,2.0,0.0,yes,no,no,no,yes,yes,no,no,3.0,2.0,3.0,1.0,1.0,5.0,4.0,11.0,11.0,13.0,,,,,,,,,,,,,,,,,,,,
302,GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,1.0,1.0,1.0,1.0,4.0,11.0,13.0,14.0,mother,1.0,2.0,0.0,no,yes,no,no,yes,no,4.0,3.0,1.0,1.0,1.0,1.0,12.0,11.0,11.0,11.0
303,GP,M,18,U,GT3,T,2,1,other,other,home,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,no,5.0,2.0,4.0,1.0,2.0,4.0,2.0,16.0,16.0,16.0,mother,1.0,2.0,0.0,no,no,no,yes,yes,no,5.0,2.0,4.0,1.0,2.0,4.0,8.0,15.0,14.0,14.0
304,GP,M,17,R,GT3,T,2,2,other,services,other,mother,2.0,1.0,0.0,no,no,no,no,no,no,no,no,5.0,2.0,2.0,1.0,1.0,4.0,0.0,9.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,
305,GP,F,17,U,LE3,T,2,2,services,services,course,father,1.0,4.0,0.0,no,no,no,yes,yes,yes,yes,yes,3.0,4.0,1.0,1.0,1.0,2.0,2.0,10.0,11.0,12.0,father,1.0,4.0,0.0,no,no,yes,yes,yes,yes,3.0,4.0,1.0,1.0,1.0,2.0,0.0,10.0,9.0,0.0
306,GP,F,20,R,GT3,T,2,1,other,other,course,other,2.0,2.0,0.0,no,yes,yes,yes,yes,no,yes,yes,1.0,2.0,3.0,1.0,2.0,2.0,8.0,10.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,
307,GP,F,18,U,GT3,T,4,3,services,other,home,father,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,3.0,1.0,2.0,1.0,3.0,2.0,2.0,15.0,15.0,15.0,father,1.0,2.0,0.0,no,yes,yes,no,yes,yes,3.0,1.0,2.0,1.0,3.0,2.0,21.0,17.0,18.0,18.0
308,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1.0,2.0,0.0,no,yes,no,no,no,yes,yes,no,4.0,3.0,2.0,1.0,1.0,3.0,2.0,10.0,10.0,11.0,mother,1.0,2.0,0.0,no,yes,yes,no,yes,no,4.0,3.0,2.0,1.0,1.0,3.0,2.0,8.0,8.0,8.0
309,GP,M,18,R,GT3,T,3,2,other,other,course,mother,1.0,3.0,0.0,no,no,no,yes,no,yes,no,no,5.0,3.0,2.0,1.0,1.0,3.0,2.0,10.0,11.0,12.0,mother,1.0,3.0,0.0,no,no,no,yes,yes,no,5.0,3.0,2.0,1.0,1.0,3.0,1.0,13.0,12.0,12.0
310,GP,F,17,U,GT3,T,3,3,other,other,home,mother,1.0,3.0,0.0,no,no,no,yes,no,yes,no,no,3.0,2.0,3.0,1.0,1.0,4.0,2.0,15.0,12.0,13.0,mother,1.0,3.0,0.0,no,no,no,yes,yes,no,3.0,2.0,3.0,1.0,1.0,4.0,4.0,10.0,9.0,9.0
311,GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,3.0,1.0,1.0,3.0,0.0,11.0,12.0,13.0,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,yes,4.0,3.0,3.0,1.0,1.0,3.0,0.0,9.0,10.0,0.0
312,GP,M,17,U,GT3,T,2,2,other,other,home,father,2.0,1.0,0.0,no,no,no,no,yes,no,yes,no,4.0,4.0,4.0,2.0,3.0,4.0,8.0,8.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,
313,GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,2.0,5.0,3.0,4.0,1.0,6.0,15.0,16.0,16.0,mother,2.0,2.0,0.0,no,yes,yes,yes,yes,no,4.0,2.0,5.0,3.0,4.0,1.0,13.0,17.0,17.0,17.0
314,GP,M,17,U,GT3,T,3,1,services,other,other,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,5.0,4.0,4.0,3.0,4.0,5.0,0.0,11.0,11.0,14.0,mother,1.0,2.0,0.0,no,no,yes,yes,yes,yes,5.0,4.0,4.0,3.0,4.0,5.0,2.0,9.0,9.0,10.0
315,GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2.0,2.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,3.0,4.0,2.0,2.0,4.0,8.0,10.0,11.0,12.0,mother,2.0,2.0,0.0,no,no,yes,yes,yes,no,4.0,3.0,4.0,2.0,2.0,4.0,8.0,12.0,10.0,11.0
316,GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,5.0,4.0,5.0,1.0,3.0,5.0,4.0,10.0,12.0,14.0,father,1.0,2.0,0.0,no,yes,yes,yes,yes,yes,5.0,4.0,5.0,1.0,3.0,5.0,10.0,10.0,9.0,10.0
317,GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2.0,2.0,0.0,no,yes,no,no,yes,no,yes,yes,4.0,3.0,5.0,1.0,2.0,3.0,12.0,8.0,9.0,10.0,mother,2.0,2.0,0.0,no,yes,no,no,no,yes,4.0,3.0,5.0,1.0,2.0,3.0,0.0,6.0,0.0,0.0
318,GP,F,19,U,GT3,T,3,3,other,services,home,other,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,5.0,3.0,3.0,5.0,16.0,11.0,12.0,12.0,other,1.0,2.0,2.0,no,yes,yes,yes,yes,no,4.0,3.0,5.0,3.0,3.0,5.0,15.0,9.0,9.0,9.0
319,GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1.0,4.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,5.0,5.0,1.0,3.0,2.0,10.0,16.0,16.0,16.0,father,1.0,4.0,0.0,no,yes,yes,yes,yes,yes,4.0,5.0,5.0,1.0,3.0,2.0,4.0,15.0,14.0,14.0
320,GP,F,18,U,LE3,T,1,1,other,other,home,mother,2.0,2.0,0.0,no,yes,no,no,no,yes,no,no,4.0,4.0,3.0,1.0,1.0,3.0,2.0,13.0,13.0,13.0,mother,2.0,2.0,0.0,no,yes,yes,no,yes,no,4.0,4.0,3.0,1.0,1.0,3.0,2.0,11.0,11.0,11.0
321,GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1.0,2.0,0.0,no,yes,no,yes,no,yes,no,yes,3.0,5.0,2.0,2.0,2.0,1.0,2.0,16.0,17.0,18.0,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,yes,3.0,5.0,2.0,2.0,2.0,1.0,2.0,15.0,14.0,14.0
322,GP,F,18,U,GT3,T,2,1,other,other,home,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,4.0,2.0,5.0,1.0,2.0,1.0,8.0,14.0,14.0,15.0,,,,,,,,,,,,,,,,,,,,
323,GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2.0,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,4.0,3.0,3.0,1.0,1.0,1.0,6.0,15.0,16.0,16.0,mother,2.0,2.0,0.0,no,yes,yes,no,yes,yes,4.0,3.0,3.0,1.0,1.0,1.0,2.0,10.0,10.0,10.0
324,GP,F,17,U,LE3,T,2,2,services,other,course,mother,2.0,2.0,0.0,yes,yes,no,no,yes,yes,yes,yes,4.0,4.0,4.0,2.0,3.0,5.0,6.0,12.0,12.0,12.0,mother,2.0,2.0,0.0,yes,yes,yes,no,yes,yes,4.0,4.0,4.0,2.0,3.0,5.0,6.0,12.0,12.0,12.0
325,GP,F,18,R,GT3,A,3,2,other,services,home,mother,2.0,2.0,0.0,no,no,no,no,no,no,yes,yes,4.0,1.0,1.0,1.0,1.0,5.0,15.0,12.0,9.0,10.0,mother,2.0,2.0,0.0,no,no,no,no,no,yes,4.0,1.0,1.0,1.0,1.0,5.0,75.0,10.0,9.0,9.0
326,GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2.0,1.0,0.0,no,no,no,yes,yes,yes,yes,no,3.0,2.0,4.0,1.0,4.0,3.0,6.0,11.0,12.0,12.0,mother,2.0,1.0,0.0,no,no,yes,yes,yes,no,3.0,2.0,4.0,1.0,4.0,3.0,22.0,9.0,9.0,9.0
